STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TMAX,TMIN,WSFG,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT16,WT18,WT21,WV01
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-01-12,18.12,0,0,0,43,32,34.4,,,,,,,,,,,,,,1,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-01-13,19.91,0,0,0,34,25,33.3,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-01-14,12.97,0,0,0,37,25,26.4,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-01-15,9.84,0.1,0,0,41,34,25.3,1,,,,,,,,,,,,1,1,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-01-16,8.05,0,0,0,51,33,17.2,1,,,,,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-01-17,9.62,0,0,0,51,37,21.9,1,,,,,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-01-18,11.41,0,0,0,59,44,28.9,,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-01-19,14.09,0,0,0,46,28,31.1,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-01-20,5.82,0.46,0.6,0,37,29,19.5,1,,,1,,,,,,,,1,1,1,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-01-21,9.4,0.12,0,0,37,33,26.4,1,,,,,,,,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-01-22,7.83,0.04,0,0,43,30,18.3,1,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-01-23,10.51,0,0,0,46,34,25.3,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-01-24,9.62,0,0,0,54,42,28.9,,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-01-25,10.29,0.84,0,0,50,42,33.3,1,1,,,,,,,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-01-26,16.11,0.35,0,0,49,37,30,1,,,,,,,,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-01-27,13.65,0,0,0,44,32,27.5,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-01-28,11.63,0,0,0,58,36,21.9,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-01-29,15.21,0.47,0,0,45,39,31.1,1,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-01-30,16.11,0.57,0,0,46,36,38,1,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-01-31,6.93,0,0,0,46,31,13.9,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-01,10.07,0,0,0,49,34,20.8,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-02,8.72,0.03,0,0,53,41,18.3,1,,,,,,,,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-03,12.3,0.01,0,0,41,34,25.3,1,,,,,,,,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-04,13.65,0.28,0,0,40,32,25.3,1,,,,,,,,,,,1,1,1,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-05,12.53,0,0,0,38,25,26.4,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-06,12.3,0,0,0,56,33,25.3,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-07,7.83,0,0,0,53,36,26.4,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-08,8.95,0,0,0,49,35,18.3,1,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-09,10.07,0,0,0,54,40,17.2,1,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-10,16.55,0.28,0,0,50,36,32.2,1,1,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-11,11.63,0,0,0,48,33,20.8,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-12,9.84,0.01,0,0,45,31,23,1,,,,,,,,,,,,1,1,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-13,12.08,0,0,0,50,28,33.3,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-14,10.96,0.02,0,0,62,41,20.8,,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-15,14.09,0.06,0,0,41,35,27.5,1,,,,,,,,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-16,7.38,0.02,0,0,51,38,17.2,1,1,,,,,,,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-17,21.03,0,0,0,57,24,40.3,1,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-18,12.3,0,0,0,38,20,26.4,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-19,13.87,0,0,0,56,34,33.3,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-20,17.22,0,0,0,37,28,35.6,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-21,10.51,0,0,0,47,24,25.3,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-22,14.99,0.1,0,0,53,33,33.3,1,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-23,12.08,0.14,0,0,62,47,28.9,1,1,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-24,12.75,0.16,0.9,0,51,30,28.9,1,,,1,,,,,,,,,1,1,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-25,24.38,0.04,0.4,1,33,12,41.4,1,,,,,,,,1,,,,,1,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-26,11.18,0,0,1,24,9,28.9,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-27,14.32,0.02,0,0,37,19,27.5,,,,,,,,,,,,,1,1,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-02-28,14.09,0,0,0,39,27,27.5,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-01,14.09,0,0,0,40,24,27.5,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-02,11.86,0,0,0,48,31,25.3,,,,,,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-03,7.61,0,0,0,54,36,21.9,1,,,,,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-04,14.99,0,0,0,40,25,27.5,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-05,8.5,0,0,0,35,21,15,,,,,,,,,,,,,,1,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-06,14.76,0.21,1.9,1,34,22,30,1,,,,,,,,1,,,,,1,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-07,11.18,0,0,2,32,14,25.3,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-08,8.72,0,0,1,39,20,18.3,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-09,7.83,0.01,0,0,43,29,17.2,,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-10,5.82,0.01,0,0,47,39,16.1,1,,,,,,,1,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-11,6.49,0.05,0,0,59,41,18.3,1,,,,,,,1,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-12,7.38,0,0,0,59,43,15,1,,,,,,,1,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-13,8.28,0,0,0,85,41,19.5,1,,,,,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-14,9.84,0,0,0,62,46,19.5,1,1,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-15,8.05,0,0,0,55,43,13.9,1,1,,,,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-16,10.96,0,0,0,62,48,23,1,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-17,16.55,0.26,0,0,61,49,35.6,1,1,,,,,,1,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-18,13.42,0.39,0,0,59,47,32.2,1,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-19,9.62,0.12,0,0,53,39,23,1,,1,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-20,11.41,0.55,0,0,52,39,26.4,1,,1,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-21,17.67,0.01,0,0,55,38,34.4,,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-22,14.32,0,0,0,53,34,32.2,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-23,19.24,0,0,0,68,37,35.6,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-24,9.84,0,0,0,37,34,21.9,,,,,,,,,,,,,,1,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-25,10.07,0,0,0,45,35,23,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-26,17,0,0,0,55,33,33.3,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-27,12.08,0,0,0,43,27,26.4,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-28,9.4,0,0,0,51,28,24.2,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-29,12.3,0.05,0,0,46,33,,,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-30,15.88,0.61,0,0,40,35,30,1,,,1,,,,,,,,1,1,1,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-03-31,6.93,0.05,0,0,45,38,17.2,1,,,,,,,,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-01,7.16,0,0,0,44,41,13.9,1,,,,,,,,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-02,9.62,0.02,0,0,48,42,16.1,1,,,,,,,,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-03,15.88,1.11,0,0,46,42,27.5,1,,1,,,,,,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-04,18.57,0.01,0,0,48,41,34.4,1,,,,,,,,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-05,14.99,0,0,0,57,41,31.1,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-06,11.41,0.08,0,0,53,40,32.2,,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-07,14.09,0.2,0.5,0,48,33,30,1,,,,,,,,,,,,1,1,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-08,13.2,0,0,0,51,36,28.9,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-09,13.87,0,0,0,54,37,30,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-10,17.67,0.07,0,0,57,45,41.4,1,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-11,19.46,0.14,0,0,60,40,36.7,1,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-12,12.53,0,0,0,51,38,28.9,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-13,12.53,0,0,0,49,34,25.3,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-14,11.41,0.08,0,0,51,35,26.4,,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-15,8.95,1.52,0,0,56,40,35.6,1,1,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-16,12.3,0,0,0,64,47,25.3,1,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-17,15.21,0.15,0,0,66,41,33.3,,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-18,14.54,0,0,0,54,37,32.2,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-19,12.3,0,0,0,54,38,26.4,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-20,15.21,0,0,0,56,43,28.9,,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-21,8.95,0.17,0,0,59,50,17.2,1,,,,,,,1,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-22,10.74,0,0,0,66,46,20.8,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-23,10.29,0,0,0,79,53,25.3,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-24,10.51,0,0,0,58,47,19.5,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-25,6.49,0.11,0,0,56,46,13.9,1,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-26,6.26,0,0,0,62,49,15,1,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-27,5.82,0,0,0,73,48,16.1,1,1,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-28,9.84,0,0,0,74,58,24.2,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-29,14.54,0.64,0,0,58,50,25.3,1,,1,,,,,1,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-04-30,9.4,0.34,0,0,59,51,19.5,1,,,,,,,,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-01,11.41,0,0,0,76,54,19.5,1,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-02,13.42,0,0,0,68,56,26.4,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-03,10.96,0,0,0,64,48,23,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-04,10.96,0.22,0,0,57,49,17.2,1,,1,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-05,8.28,0.77,0,0,67,48,30,1,,1,,,,,1,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-06,12.97,0.04,0,0,65,45,24.2,1,,,,,,,,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-07,11.86,0,0,0,71,51,28.9,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-08,8.5,0,0,0,64,50,23,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-09,8.5,0,0,0,69,51,21.9,1,,,,,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-10,16.33,1.49,0,0,62,57,33.3,1,,1,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-11,21.25,0,0,0,62,51,44.7,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-12,10.51,0,0,0,57,46,20.8,,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-13,14.09,0.05,0,0,62,52,30,1,,1,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-14,12.97,0,0,0,74,52,27.5,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-15,11.86,0,0,0,67,54,23,,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-16,8.5,0.91,0,0,61,56,19.5,1,,1,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-17,9.84,0.4,0,0,63,53,23,1,1,1,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-18,15.66,0,0,0,69,50,42.5,1,1,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-19,14.54,0,0,0,72,54,28.9,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-20,13.42,0,0,0,61,51,25.3,,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-21,13.65,0.2,0,0,51,44,21.9,1,,,,,,,,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-22,11.41,0,0,0,62,43,21.9,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-23,9.84,0,0,0,64,49,19.5,,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-24,8.5,0.01,0,0,63,50,24.2,,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-25,11.41,0,0,0,71,53,20.8,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-26,9.17,0.12,0,0,60,55,23,1,,,,,,,,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-27,10.29,0,0,0,69,55,18.3,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-28,8.95,0,0,0,66,54,16.1,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-29,14.09,2.7,0,0,63,53,33.3,1,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-30,17.45,0.06,0,0,72,53,28.9,1,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-05-31,12.53,0,0,0,73,52,25.3,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-01,11.63,0,0,0,77,56,24.2,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-02,11.41,0,0,0,73,60,23,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-03,15.43,0.17,0,0,68,62,28.9,1,,1,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-04,14.76,0,0,0,76,55,30,1,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-05,11.63,0,0,0,70,51,21.9,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-06,14.99,0,0,0,67,56,31.1,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-07,10.74,0.23,0,0,84,59,24.2,1,,1,,,,,1,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-08,8.05,0.25,0,0,74,60,18.3,1,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-09,7.61,0.62,0,0,81,62,16.1,1,,1,,,,,1,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-10,9.62,0.11,0,0,83,66,36.7,1,,1,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-11,13.65,0.14,0,0,70,58,28.9,1,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-12,10.29,0,0,0,79,57,19.5,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-13,6.93,0,0,0,72,56,12.8,,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-14,4.92,0.15,0,0,65,61,10.3,,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-15,4.92,0,0,0,71,58,12.8,1,1,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-16,4.7,0,0,0,73,60,12.8,1,1,,,,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-17,6.71,0,0,0,74,61,11.4,1,1,,,,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-18,9.17,0.2,0,0,72,63,23,1,1,,,,,,1,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-19,8.28,0.16,0,0,75,66,21.9,,,1,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-20,7.83,0,0,0,77,65,12.8,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-21,6.26,0.03,0,0,72,66,12.8,1,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-22,8.5,0,0,0,82,65,18.3,1,,,,,,,1,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-23,8.72,0,0,0,80,69,15,1,,,,,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-24,10.74,0,0,0,79,67,18.3,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-25,10.96,0,0,0,77,65,19.5,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-26,10.29,0,0,0,80,65,20.8,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-27,9.62,0,0,0,77,67,21.9,,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-28,9.17,0.05,0,0,82,69,28.9,1,,,,,,,1,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-29,7.83,0.23,0,0,83,69,32.2,1,,1,,,,,1,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-06-30,8.95,0.03,0,0,88,69,19.5,1,,1,,,,,1,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-07-01,8.05,0.4,0,0,80,65,24.2,1,,1,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-07-02,10.29,0,0,0,74,64,18.3,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-07-03,10.51,0,0,0,85,63,19.5,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-07-04,13.87,0,0,0,90,71,30,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-07-05,10.29,0.01,0,0,97,74,24.2,,,1,,,,,1,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-07-06,8.05,0,0,0,79,68,15,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-07-07,9.62,0,0,0,76,62,15,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-07-08,10.07,0,0,0,77,64,21.9,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-07-09,10.29,0.29,0,0,88,70,21.9,1,,1,,,,,1,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-07-10,10.07,0,0,0,87,72,18.3,1,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-07-11,6.49,0.04,0,0,77,65,13.9,,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-07-12,10.07,0.54,0,0,66,59,19.5,1,,,,,,,1,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-07-13,8.72,0.33,0,0,70,58,15,1,,,,,,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-07-14,7.38,0,0,0,72,63,12.8,1,1,,,,,,,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-07-15,12.08,0,0,0,80,69,26.4,1,1,,,,,,1,,,,1,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-07-16,10.74,0,0,0,86,67,19.5,1,,,,,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-07-17,8.95,0,0,0,86,70,17.2,,,,,,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-07-18,9.84,0,0,0,91,69,19.5,1,,,,,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1990-07-19,9.62,0,0,0,93,73,19.5,1,,,,,,,1,,,,,,,,
